time_seconds,hand_x,hand_y,velocity,pipette_angle,hands_detected,operator_type
0.0,958.5646325632614,539.344106251411,0.0,-7.981482790900884,1,Intermediate
1.0,995.865001218966,547.3592059719123,38.15179321317739,26.22646655152934,1,Intermediate
2.0,1039.9025893990702,569.592561305504,49.331848354893445,10.40269341786181,1,Intermediate
3.0,1062.4689193000804,558.9582088757667,24.94651672681156,23.781666424173196,1,Intermediate
4.0,1078.865879651347,576.566103443192,24.06030465016138,-1.6556043486820755,1,Intermediate
5.0,1095.634266061579,594.1161621022374,24.273099137497503,29.639595408826835,1,Intermediate
6.0,1102.3193463174312,597.4903294840027,7.488344513131999,-3.3121843263111117,1,Intermediate
7.0,1094.7115491015095,609.646178432478,14.340266459753575,6.64431361433528,1,Intermediate
8.0,1110.5285810677324,599.1729790918145,18.970145087736988,2.5238171528870588,1,Intermediate
9.0,1161.3122758626866,603.4783950834272,50.96587352226881,-6.928560660281239,1,Intermediate
10.0,1188.8447901442803,609.2855207870429,28.138266677315986,16.181594594855856,1,Intermediate
11.0,1224.0778718930842,636.8283725519896,44.721121775551715,37.57611397296202,1,Intermediate
12.0,1221.479837029016,646.5807797436864,10.092533437525741,48.33631527900011,1,Intermediate
13.0,1268.22265622942,656.653844283614,47.81587368256703,16.214447338578097,1,Intermediate
14.0,1272.6282234844366,674.1348198371383,18.027576907099476,28.95851593834403,0,Intermediate
15.0,1293.1862555318576,710.8062160907637,42.04074196363807,17.901182974106714,1,Intermediate
16.0,1301.9086486969325,699.5041918420618,14.27641042574743,21.23603993460266,1,Intermediate
17.0,1312.9924297663968,678.748182280206,23.53002625854172,10.723141860909514,0,Intermediate
18.0,1286.581599392199,688.9600317635515,28.316317396955927,17.438461567782525,1,Intermediate
19.0,1237.31055235591,673.6355765240118,51.59917639304779,21.718483807580355,1,Intermediate
20.0,1207.926410373074,650.5018840532381,37.39780110380542,7.769253389045858,1,Intermediate
21.0,1140.1001413484807,607.6589434539259,80.22418792978027,14.031321251337651,1,Intermediate
22.0,1091.2344627805314,602.2427536076196,49.16492300774376,14.269623512531396,1,Intermediate
23.0,1061.1302863837955,555.182041088452,55.865661182317844,25.330041466631556,1,Intermediate
24.0,1006.5507637864988,561.8067340036936,54.98009497236312,1.6745978546539924,1,Intermediate
25.0,956.035082052635,554.7574153030387,51.00516635773703,14.355722392404356,1,Intermediate
26.0,996.0254296321554,564.9736218066388,41.274674739542824,38.900068363158724,1,Intermediate
27.0,1016.9148497092824,570.7140284857934,21.663797912664386,29.55075190732422,1,Intermediate
28.0,1073.3580913503931,584.9907822774019,58.2208315449292,31.864738111108814,1,Intermediate
29.0,1064.3979772367325,577.100844828087,11.938792145100864,15.305398002225427,1,Intermediate
30.0,1105.0690756364315,595.5914804008723,44.677084158699955,19.012469546075287,0,Intermediate
31.0,1119.8050507859218,580.4126551539916,21.155275925445604,27.527952083786566,0,Intermediate
32.0,1110.9691216273848,566.9151162039299,16.132489014504856,34.50319411913664,0,Intermediate
33.0,1143.9325477019318,590.810961058933,40.71362007862361,-9.395036411036084,1,Intermediate
34.0,1150.7980562834928,606.4611461258507,17.089865438682164,-1.4430163381230692,1,Intermediate
35.0,1193.0384891668584,590.9046882887919,45.013970615913315,31.368051267533097,1,Intermediate
36.0,1203.0960427286775,635.4573094381215,45.67373900749253,11.538883052889956,1,Intermediate
37.0,1223.5194801772616,669.728303378693,39.895085197188365,6.603490134274033,1,Intermediate
38.0,1243.9905315401556,672.1538610731695,20.6142492958507,-0.6770123374450474,1,Intermediate
39.0,1288.4226588862775,691.0840295527869,48.29663776256781,8.062291230698632,1,Intermediate
40.0,1300.4687273603213,681.6232125814428,15.317141490716327,-2.5296160427978087,1,Intermediate
41.0,1325.6581415353915,694.8608149523441,28.45594319317702,41.138678409155965,0,Intermediate
42.0,1287.9294664760464,683.8365141204198,39.30633702809779,14.719549350242831,1,Intermediate
43.0,1292.1864188644959,689.5744482462468,7.144615571873381,14.27561822796603,1,Intermediate
44.0,1230.2967049543863,626.694217259235,88.2284542358936,22.350958439597896,0,Intermediate
45.0,1200.8079502724338,626.0534778292117,29.49571493809843,27.02931461583212,1,Intermediate
46.0,1117.8475409792036,587.6305608573241,91.42620006720638,26.82360195693299,1,Intermediate
47.0,1111.628298002825,601.4699137189139,15.172563093519411,28.420274298844646,1,Intermediate
48.0,1050.1096707517297,595.8745641481459,61.772562158925346,7.114430615114296,1,Intermediate
49.0,1015.7713049955677,578.4720004882505,38.49639703583534,11.276664938039234,1,Intermediate
50.0,940.1037789690429,539.6051357262404,85.06590193140369,24.61289569302844,1,Intermediate
51.0,966.9040946435998,547.3784876359375,27.904872695783695,8.40763672950475,1,Intermediate
52.0,1016.4483449461903,567.161298711578,53.34784299388516,14.936167099659688,1,Intermediate
53.0,1050.6509125877415,577.1246530089134,35.624206126300024,19.984547055310177,1,Intermediate
54.0,1090.049144759127,604.6277563129502,48.048323483581896,24.814813528879704,0,Intermediate
55.0,1105.495762067341,579.245454849527,29.712946906130096,-7.221012029627516,1,Intermediate
56.0,1113.5154802188058,580.8310854041194,8.17496810297082,23.934320623611814,1,Intermediate
57.0,1131.1708681205218,586.7632224120545,18.62533144513067,12.078449276853432,0,Intermediate
58.0,1115.2536709351334,591.2802012820824,16.545702292463037,23.84322138580476,1,Intermediate
59.0,1160.2631060495949,608.1971773344973,48.083607685789254,24.711646154435357,0,Intermediate
60.0,1167.4999978076612,642.3659266776023,34.92672377979226,35.09893826398947,0,Intermediate
61.0,1191.1023356095939,637.0731360841866,24.188509296405375,31.91817059526504,1,Intermediate
62.0,1239.3186593087175,631.356170166662,48.554068525313234,31.8321457826287,1,Intermediate
63.0,1263.5275309724657,651.274959899271,31.35008216326905,33.04587898957798,1,Intermediate
64.0,1295.0873730595335,665.6649408161642,34.685662504112685,18.642237310199324,1,Intermediate
