time_seconds,hand_x,hand_y,velocity,pipette_angle,hands_detected,operator_type
0.0,965.5190461445693,538.7709839895895,0.0,7.402762596449964,1,Expert
1.0,997.1965393122299,563.5380431680713,48.25239831326681,16.86127233830945,1,Expert
2.0,1017.3982958364073,557.9187826048961,25.162459350233668,9.245472793818259,1,Expert
3.0,1067.5468090611932,576.8216420369148,64.31139651448245,12.14047252288365,1,Expert
4.0,1074.783617934056,584.8227559429863,12.946060636981418,32.615285161037235,1,Expert
5.0,1104.850914524306,585.8601799682643,36.10222631514799,29.110116334635244,1,Expert
6.0,1112.688469684067,572.9930644919307,18.07942204418011,1.3201975060252877,1,Expert
7.0,1090.8342463054107,585.0018886289691,29.923557087343056,23.734025451359734,1,Expert
8.0,1112.0796542185062,599.4599762897358,30.837984125560745,23.54101636306939,1,Expert
9.0,1139.9108436053198,597.4461893214641,33.48474032330399,2.9130180131303334,1,Expert
10.0,1192.9516529880173,621.3264328845642,69.80239701722763,23.61871203952485,1,Expert
11.0,1204.0836467187546,624.0022383447692,13.738884807950612,31.18875703592161,1,Expert
12.0,1223.9513030608314,650.9859785751988,40.21067330578091,3.1837388816377477,0,Expert
13.0,1243.8778491397522,666.6728712741838,30.43238425273553,5.342075568270909,1,Expert
14.0,1276.6595701120134,674.073833335171,40.32813256074669,25.71222596677371,0,Expert
15.0,1303.314370975229,706.4646949734127,50.337766244486566,17.857845377112085,1,Expert
16.0,1309.8500308362452,680.5981250759476,32.01536779164446,20.80501342357393,1,Expert
17.0,1319.1393879122577,679.148056444702,11.282224499017008,18.585149646321018,1,Expert
18.0,1288.9873732778306,662.5807100099576,41.284551279396354,19.112588641348886,1,Expert
19.0,1225.2423772344619,661.74987765217,76.50049226171821,1.0371354914622835,0,Expert
20.0,1201.5385175555045,641.5232736105775,37.392825563448575,26.024396911804722,1,Expert
21.0,1145.3816857512415,617.323522705873,73.37897172272532,27.31147360450288,1,Expert
22.0,1083.5719778848063,593.6013848142693,79.44670496793778,12.585360588757602,1,Expert
23.0,1048.2151247671134,589.3966420108349,42.7271947496904,14.542347896696185,1,Expert
24.0,1010.4846476618718,544.3285319523312,70.5322746226276,-1.1169210795339168,1,Expert
25.0,963.6009329932755,536.5770463962995,57.024225118895586,20.413207958082474,1,Expert
26.0,982.4786444410449,555.4371225674744,32.02157813522598,21.021657281201517,1,Expert
27.0,1031.455550249955,568.278045503255,60.75872209336536,14.345357715796727,1,Expert
28.0,1040.6753608530819,567.2514455479892,11.132146856603358,26.835298524952663,1,Expert
29.0,1083.680704793373,588.6715122410876,57.653460997287134,11.483397568632205,1,Expert
30.0,1104.675841801719,588.3496979852105,25.19712390486025,20.943220272564215,1,Expert
31.0,1097.7073891777109,579.367052230394,13.642435621639363,4.26669117166194,1,Expert
32.0,1119.0280646932688,602.0554669206296,37.36098133692368,14.752082622376442,1,Expert
33.0,1122.5332208713296,605.5869590923735,5.970835936452173,13.164692022075412,1,Expert
34.0,1154.018178056085,604.2656021812878,37.8152067128792,17.37166233727307,1,Expert
35.0,1180.682173394538,637.0047694796975,50.66816831932377,11.1102428543857,1,Expert
36.0,1202.9352662321116,650.5746102739023,31.276998526481663,13.616077940298233,1,Expert
37.0,1200.8917210656696,657.3058000388909,8.441468426724654,23.695233383594804,1,Expert
38.0,1257.6338563137576,660.6754902180812,68.21052413784189,10.402481713281922,1,Expert
39.0,1284.3528975170614,658.9993874257699,32.12587331245176,-1.9113379025124146,1,Expert
